第一回宴桃园豪杰三结义斩黄巾英雄首立功	HỒI 1 Tiệc vườn đào, anh hùng kết nghĩa; Chém Khăn Vàng, hào kiệt lập công.
卓见邕大喜，一月三迁其官，拜为侍中，甚见亲厚。	Trác thấy Ung đến, mừng lắm, một tháng thăng chức ba lần, làm đến chức thị trung, Trác rất hậu đãi Ung.
却说少帝与何太后、唐妃困于永安宫中，衣服饮食，渐渐少缺；少帝泪不曾干。	Thiếu Đế, Hà Thái Hậu và Đường phi bị giam ở cung Vĩnh An, đồ ăn, thức mặc, mỗi ngày một kém. Thiếu Đế không lúc nào ráo nước mắt.
一日，偶见双燕飞于庭中，遂吟诗一首。 诗曰：“嫩草绿凝烟，袅袅双飞燕。	Một hôm Thiếu Đế trông thấy hai con chim én bay ở trong sân, ngâm một bài thơ rằng: Xanh xanh khóm cỏ dày, Cặp én phất phơ bay.
洛水一条青，陌上人称羡。	Trong veo dòng lạc thủy, Người đồng nội khen hay.
远望碧云深，是吾旧宫殿。	Xa trông mây thăm thẳm, Cung điện cũ ta đây.
何人仗忠义，泄我心中怨！”	Biết ai kẻ trung nghĩa, Gỡ cho oán hận này!
董卓时常使人探听。 是日获得此诗，来呈董卓。	Đổng Trác thường thường sai người đến dò ý tứ; hôm ấy có kẻ bắt được bài thơ đem trình Đổng Trác.
卓曰：“怨望作诗，杀之有名矣。”	Trác nói rằng: - Làm bài thơ oán vọng này, đem giết đi là có cớ rồi!
遂命李儒带武士十人，入宫弑帝。	Bèn sai Lý Nho và mười võ sĩ vào cung giết vua.
帝与后、妃正在楼上，宫女报李儒至，帝大惊。	Vua, Thái Hậu và Đường phi đương ở trên lầu, thấy người cung nữ báo rằng có Lý Nho đến, vua sợ giật mình.
儒以鸩酒奉帝，帝问何故。	Nho đem rượu thuốc độc dâng vua. Vua hỏi việc gì.
儒曰：“春日融和，董相国特上寿酒。”	Nho thưa: - Ngày xuân mát mẻ, Đổng tướng quốc sai tôi đem dâng chén rượu thọ.
太后曰：“既云寿酒，汝可先饮。”	Thái Hậu bảo Lý Nho: - Có phải rượu thọ thì ngươi thử uống trước đi!
儒怒曰：“汝不饮耶？”	Nho giận lắm, hỏi vua: - Mày không uống phải không?
呼左右持短刀白练于前曰：“寿酒不饮，可领此二物！”	Rồi gọi ngay tả hữu cầm con dao với tấm lụa trắng, để trước mặt vua, mà nói rằng: - Rượu thọ chẳng uống, thì phải chọn hai thứ này.
唐妃跪告曰：“妾身代帝饮酒，愿公存母子性命。”	Đường phi quỳ xuống nói rằng: - Thiếp xin thay vua uống chén rượu này, xin ngài để toàn mệnh cho hai mẹ con vua.
儒叱曰：“汝何人，可代王死？”	Lý Nho quát mắng: - Mày là đứa nào, mà dám đòi chết thay vua?
乃举酒与何太后曰：“汝可先饮？”	Nho cầm chén rượu đưa cho Hà Thái Hậu và bảo rằng: - Bà phải uống trước đi!
后大骂何进无谋，引贼入京，致有今日之祸。	Hà Thái Hậu mắng nhiếc Hà Tiến là đồ vô mưu, đem giặc vào kinh đô, để có cái vạ ngày nay.
儒催逼帝，帝曰：“容我与太后作别。”	Nho bức vua phải uống rượu. Vua nói: - Hãy khoan! Để ta cùng Thái Hậu từ biệt đã.
乃大恸而作歌，其歌曰：	
“天地易兮日月翻，弃万乘兮退守藩。	Giời đất chao, giăng sao cũng đổ Bỏ ngôi sao, ra chỗ phiên phong 
为臣逼兮命不久，大势去兮空泪潸！”	Bởi ai nên sự lạ lùng? Việc đời ngán ngẩm, ròng ròng châu tuôn.
唐妃亦作歌曰：“皇天将崩兮后土. 颓，身为帝姬兮命不随。	Đường phi cũng làm bài ca rằng: Giời nghiêng đất lại lở tan Phận mình thê thiếp, trái oan lạ thường!
生死异路兮从此毕，奈何茕速兮心中悲！”	Từ sinh nay đã khác đường, Một người một bóng xót thương tấm lòng!
歌罢，相抱而哭，李儒叱曰：“相国立等回报，汝等俄延，望谁救耶？”	Vua và Đường phi ca rồi, ôm nhau mà khóc. Lý Nho lại quát mắng: - Tướng quốc đứng chờ tin! Các người dùng dằng để mong ai cứu đấy?
太后大骂：“董贼逼我母子，皇天不佑！	Thái Hậu thét mắng: - Thằng giặc Đổng kia! Mày hại mẹ con tao, rồi trời lại hại mày!
汝等助恶，必当灭族！”	Chúng bay cùng đảng với nhau làm điều ác, rồi chúng bay sẽ chết cả họ cho mà xem!
儒大怒，双手扯住太后，直撺下楼；叱武士绞死唐妃；以鸩酒灌杀少帝。	Nho tức lắm, hai tay tóm lấy Thái Hậu ném xuống dưới lầu, giết chết; lại sai võ sĩ thắt cổ Đường phi, rót rượu độc bắt Thiếu Đế uống chết, rồi về báo Đổng Trác.
还报董卓，卓命葬于城外。	Trác sai đem táng ba mẹ con ở ngoài thành.
自此每夜入宫，奸淫宫女，夜宿龙床。	Tự bấy giờ, Trác đêm nào cũng vào cung thông dâm với các cung nữ, đêm thì lên ngủ trên sập rồng.
尝引军出城，行到阳城地方，时当二月，村民社赛，男女皆集。	Thường thường Trác hay đem quân ra ngoài thành. Một bữa Trác đến Dương Thành. Bấy giờ đang tháng hai, dân mở hội hát, con trai con gái tụ họp nhau xem hội rất đông.
卓命军士围住，尽皆杀之，掠妇女财物，装载车上，悬头千余颗于车下，连轸还都，扬言杀贼大胜而回；于城门外焚烧人头，以妇女财物分散众军。	Trác sai quân vây cả lại, rồi giết sạch cướp đàn bà con gái và của cải chất đầy xe, treo hơn một nghìn đầu lâu ở dưới xe, nối đuôi nhau kéo về kinh đô, nói phao lên rằng đi đánh giặc thắng trận. Trác lại sai đốt đầu lâu người ở dưới cửa thành, còn đàn bà con gái và của cải thì đem chia cho quân sĩ.
越骑校尉伍孚，字德瑜，见卓残暴，愤恨不平，尝于朝服内披小铠，藏短刀，欲伺便杀卓。	Quan việt kỵ hiệu úy tên là Ngũ Phu, tên chữ là Đức Du, thấy Đổng Trác tàn bạo quá, tức giận lắm, thường mặc áo giáp nhỏ vào trong áo đại trào, giắt một con dao ngắn, rình tiện dịp để giết Trác.
一日，卓入朝，孚迎至阁下，拔刀直刺卓。 卓气力大，两手抠住；吕布便入，揪倒伍孚。	Một hôm Trác vào chầu. Phu ra đón. Lúc Trác đến dưới gác, Phu rút dao ra đâm, không ngờ sức Trác khỏe hơn, hai tay ôm chặt được Phu. Lã Bố trông thấy chạy lạy lôi Phu ra vật ngã xuống.
卓问曰：“谁教汝反？”	Trác hỏi Ngũ Phu rằng: - Ai xui mày làm phản?
孚瞪目大喝曰：“汝非吾君，吾非汝臣，何反之有？	Phu trợn mắt thét mắng rằng: - Mày không phải là vua tao, tao không phải là tôi mày, sao lại gọi là phản được?
汝罪恶盈天，人人愿得而诛之！	Tội mày đầy trời, ai ai là chẳng muốn giết mày?
吾恨不车裂汝以谢天下！”	Tao tiếc rằng không xé nhỏ được xác mày ra để tạ thiên hạ!
卓大怒，命牵出剖剐之。	Trác tức lắm, sai đem Ngũ Phu ra mổ.
孚至死骂不绝口。	Phu cứ mắng chửi Đổng Trác không buông miệng cho đến lúc chết.
后人有诗赞之曰：“汉末忠臣说伍孚，冲天豪气世间无。	Đời sau có thơ khen Ngũ Phu rằng: Ngũ Phu này cũng bậc anh hùng, Tiết liệt xem ai được thế không?
朝堂杀贼名犹在，万古堪称大丈夫！”	Đánh giặc, hãy còn danh tiếng để, Nghìn thu vằng vặc mảnh gương chung!
董卓自此出入常带甲士护卫。	Đổng Trác từ khi ấy ra vào thường có quân sĩ mặc áo giáp đi theo hộ vệ.
时袁绍在渤海，闻知董卓弄权，乃差人赍密书来见王允。	Viên Thiệu bấy giờ ở Bột Hải, nghe thấy Trác lộng quyền, sai người đưa mật thư cho tư đồ Vương Doãn.
书略曰：“卓贼欺天废主，人不忍言；而公恣其跋扈，如不听闻，岂报国效忠之臣哉？	Thư rằng: "Giặc Trác đốt trời bỏ chúa. Người ta đau xót đến nỗi không nỡ nói, thế mà ông cứ mặc kệ, để nó lăng ngược như con cá nhảy vượt qua đăng, làm thinh như không nghe không thấy, sao gọi là người trung thần ái quốc!
绍今集兵练卒，欲扫清王室，未敢轻动。	Thiệu nay chiêu tập binh mã cũng muốn vì nhà vua, quét sạch quân giặc, nhưng chưa dám khinh động.
公若有心，当乘间图之。	Ông nếu cùng lòng với tôi, xin tìm cơ hội lo tính ngay đi.
如有驱使，即当奉命。”	Có việc gì sai khiến, tôi xin vâng mệnh".
王允得书，寻思无计。	Vương Doãn được thư, nghĩ mãi không tìm được kế gì.
一日，于侍班阁子内见旧臣俱在，允曰：“今日老夫贱降，晚间敢屈众位到舍小酌。”	Một hôm đang lúc chầu ở nội các, Doãn thấy ở đó đủ mặt các cựu thần, bèn nói với các quan rằng: - Hôm nay là ngày sinh nhật lão phu. Đến chiều xin mời các quan quá bước đến nhà lão phu xơi rượu.
众官皆曰：“必来祝寿。”	Các quan đều nhận lời, hẹn đến chiều sẽ đến chúc thọ.
当晚王允设宴后堂，公卿皆至。	Chiều hôm ấy Doãn mở tiệc ở hậu đường. Các quan đến cả.
酒行数巡，王允忽然掩面大哭。	Rượu được vài tuần, tự nhiên Doãn che mặt hu hu khóc.
众官惊问曰：“司徒贵诞，何故发悲？”	Các quan giật mình hỏi rằng: - Hôm nay là ngày sinh nhật của quan tư đồ, sao ngài lại khóc như vậy?
允曰：“今日并非贱降，因欲与众位一叙，恐董卓见疑，故托言耳。	Doãn thưa rằng: - Hôm nay có phải là sinh nhật của tôi đâu! Tôi vì có một việc muốn nói với các vị, nhưng sợ Đổng Trác sinh nghi, cho nên mượn cớ nói thác ra thế.
董卓欺主弄权，社稷旦夕难保。	Thằng Trác dối vua lộng quyền, xã tắc nay mai đổ mất.
想高皇诛秦灭楚，奄有天下；谁想传至今日，乃丧于董卓之手：此吾所以哭也。”	Đức Cao Hoàng ngày xưa đánh nhà Tần, diệt nước Sở, bao nhiêu công phu mới nên được cơ đồ này, ngờ đâu nay mất vào tay thằng Đổng Trác. Tôi khóc là vì thế!
于是众官皆哭。	Các quan nghe nói cũng đều khóc cả.
坐中一人抚掌大笑曰：“满朝公卿，夜哭到明，明哭到夜，还能哭死董卓否？”	Trong đám ngồi có một người, vỗ tay cười ầm lên mà nói rằng: - Các quan thử khóc từ tối đến sáng, lại khóc từ sáng đến tối, xem có khóc chết được thằng Đổng Trác không?
允视之，乃骁骑校尉曹操也。 允怒曰：“汝祖宗亦食禄汉朝，今不思报国而反笑耶？”	Doãn ngoảnh lại xem ai, thì là kiệu kỵ úy Tào Tháo, Doãn giận nói rằng: - Tổ tôn nhà ngươi cũng ăn lộc nhà Hán, sao nhà ngươi không biết nghĩ cách báo quốc, lại còn cười à?
操曰：“吾非笑别事，笑众位无一计杀董卓耳。	Tháo nói: - Tôi cười, có phải cười gì đâu! Cười là các quan không biết nghĩ kế gì trừ được thằng Đổng Trác.
操虽不才，愿即断董卓头，悬之都门，以谢天下。”	Tháo nay tuy không có tài cán gì, nhưng xin lập tức chặt đầu thằng Đổng Trác, treo ở cửa phủ để tạ thiên hạ.
允避席问曰：“孟德有何高见？”	Doãn liền đứng dậy hỏi rằng: - Mạnh Đức có kế gì tài thế?
操曰：“近日操屈身以事卓者，实欲乘间图之耳。	Tháo nói: - Tôi lâu nay sở dĩ nép mình thờ Đổng Trác cũng là vì muốn thừa cơ giết nó.
今卓颇信操，操因得时近卓。	Nay nó rất tin tôi, tôi được gần nó luôn.
闻司徒有七宝刀一口，愿借与操入相府刺杀之，虽死不恨！”	Nghe quan tư đồ có con dao thất bảo, xin cho tôi mượn. Tôi nguyện phen này vào tận tướng phủ đâm chết thằng giặc Đổng Trác, dẫu chết cũng không oán hận gì.
允曰：“孟德果有是心，天下幸甚！”	Vương Doãn mừng lắm nói rằng: - Nếu Mạnh Đức có bụng như thế, thực là may cho thiên hạ lắm!
遂亲自酌酒奉操。	Doãn thân hành rót chén rượu mời Tào Tháo.
操沥酒设誓，允随取宝刀与之。	Tháo đổ rượu, cất lời thề. Doãn bèn đem dao thất bảo đưa cho.
操藏刀，饮酒毕，即起身辞别众官而去。	Tháo uống rượu xong, giắt dao đứng dậy đi ra.
众官又坐了一回，亦俱散讫。	Các quan ngồi một lát rồi cũng về cả.
次日，曹操佩着宝刀，来至相府，问：“丞相何在？”	Hôm sau Tháo giắt dao đến tướng phủ, hỏi: - Thừa tướng ở đâu?
从人云：“在小阁中。” 操径入。	- Ở trong gác.
见董卓坐于床上，吕布侍立于侧。	Tháo vào, thấy Trác ngồi trên giường; Lã Bố đứng hầu bên cạnh.
卓曰：“孟德来何迟？”	Trác thấy Tào Tháo, hỏi rằng: - Sao hôm nay Mạnh Đức đến chậm thế?
操曰：“马羸行迟耳。”	Tháo nói: - Thưa, ngựa tôi gầy hóa đi chậm.
卓顾谓布曰：“吾有西凉进来好马，奉先可亲去拣一骑赐与孟德。” 布领令而出。	Trác ngoảnh lại bảo Lã Bố rằng: - Ta có ngựa tốt ở Tây Lương mới tiến, Phụng Tiên đi chọn một con đem lại đây cho Mạnh Đức. Bố vâng lời đi lấy ngựa.
操暗忖曰：“此贼合死！”	Tháo thấy còn một mình Trác, bụng đã bảo dạ rằng: - Thằng này số nó đến lúc chết đây!
即欲拔刀刺之，惧卓力大，未敢轻动。	Lập tức muốn rút dao đâm ngay, nhưng lại sợ Trác khỏe chưa dám đâm vội.
卓胖大不耐久坐，遂倒身而卧，转面向内。	Trác mình mẩy to béo, xưa nay không ngồi được lâu, bèn ngã mình nằm xuống, ngoảnh mặt vào trong.
操又思曰：“此贼当休矣！”	Tháo lại nghĩa rằng: - Thằng này thực số chết.
急掣宝刀在手，恰待要刺，不想董卓仰面看衣镜中，照见曹操在背后拔刀，急回身问曰：“孟德何为？”	Liền rút dao ra, chực đâm. Không ngờ Trác trông vào trong cái gương, thấy bóng Tào Tháo rút dao ra ở sau lưng, vội vàng quay đầu lại hỏi: - Mạnh Đức làm gì thế?
